"station","arrondissement","mm","jj","n_tot","n_AM","n_PM","n_rush","temp","precip_ind"
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",6,7,309,7,93,100,20.5,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",9,7,287,8,63,71,21.7,0
"Dollard / Bernard","Outremont",7,1,37,8,7,15,20.4,0
"Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain)","Rosemont - La Petite-Patrie",5,4,51,0,19,19,21.7,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",6,2,71,17,11,28,15,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",9,7,42,0,5,5,19,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",7,2,7,1,0,1,25.9,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",8,6,69,10,11,21,21.4,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",6,3,127,7,33,40,28.7,0
"Michelet / Jean-Talon","Saint-Léonard",9,6,20,3,5,8,21.5,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",10,3,12,0,6,6,9.7,0
"Place du Village (St-Jean-Baptiste / Notre-Dame)","Rivière-des-Prairies - Pointe-aux-Trembles",5,2,1,0,0,0,17.3,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",8,5,9,1,2,3,27.4,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",8,1,28,3,7,10,18.4,0
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",6,5,35,5,16,21,15.7,0
"Parc du Bois-Franc (de l'Équateur / des Andes)","Saint-Laurent",10,6,3,0,2,2,12.5,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",6,3,32,4,9,13,24.7,0
"Robert-Bourassa / René-Lévesque","Ville-Marie",8,4,78,5,29,34,16.9,0
"Parc du Bois-Franc (de l'Équateur / des Andes)","Saint-Laurent",10,4,5,2,1,3,21.4,0
"St-Patrick / Briand","Le Sud-Ouest",7,3,78,10,27,37,23.3,0
"St-Laurent / Joliette","Longueuil",10,5,9,1,3,4,10.3,0
"Bélanger / des Galeries d'Anjou","Anjou",5,1,22,1,11,12,22.1,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",10,3,196,27,53,80,16.9,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",8,4,143,22,32,54,26.8,0
"St-Patrick / Briand","Le Sud-Ouest",8,7,57,1,18,19,20.4,0
"Desaulniers / Marquette","Longueuil",5,5,11,6,3,9,14.4,0
"Melville / de Maisonneuve","Westmount",6,6,124,9,19,28,19.8,0
"Querbes / Laurier","Outremont",7,6,89,5,13,18,25,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",9,5,26,3,6,9,20.4,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",10,7,1,0,0,0,13.1,0
"Boyer / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",9,6,59,6,6,12,15.9,1
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",8,2,27,7,9,16,22,0
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",7,3,42,12,7,19,22.8,1
"de Bullion / St-Joseph","Le Plateau-Mont-Royal",10,1,64,10,20,30,12,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",9,2,229,35,68,103,17.9,0
"St-Patrick / Briand","Le Sud-Ouest",9,3,66,15,20,35,21.7,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",8,7,40,7,11,18,20.4,0
"St-Laurent / Joliette","Longueuil",9,1,16,5,4,9,22.4,0
"Melville / de Maisonneuve","Westmount",6,4,105,18,22,40,15,0
"de la Sorbonne / du Rousillon","Laval",8,7,1,0,1,1,20.4,0
"Parc du Bois-Franc (de l'Équateur / des Andes)","Saint-Laurent",6,2,5,2,1,3,26.7,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",5,4,164,24,38,62,14.5,0
"Souligny / Desmarteau","Mercier - Hochelaga-Maisonneuve",8,5,14,3,3,6,19.7,0
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",10,7,107,7,21,28,2.7,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",5,1,54,19,9,28,21.8,1
"Union / Ste-Catherine","Ville-Marie",6,5,112,3,62,65,18.4,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",7,7,52,7,10,17,23.8,0
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",7,2,30,1,8,9,24.8,0
"Desaulniers / Marquette","Longueuil",5,6,1,0,0,0,14.3,0
"Irwin / Allard","LaSalle",10,4,17,4,6,10,9.6,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",9,3,44,10,16,26,21.7,0
"Mackay / Ste-Catherine","Ville-Marie",5,7,137,5,28,33,20.4,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",10,1,89,15,33,48,1.2,0
"de la Sorbonne / du Rousillon","Laval",5,5,5,2,2,4,17.4,0
"Michelet / Jean-Talon","Saint-Léonard",10,5,16,3,1,4,10.3,0
"Irwin / Allard","LaSalle",10,2,22,4,7,11,17,0
"Souligny / Desmarteau","Mercier - Hochelaga-Maisonneuve",5,4,17,3,7,10,18.9,0
"Brittany / Ainsley","Mont-Royal",7,4,20,1,5,6,20.1,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",7,2,83,16,17,33,21.8,0
"St-Dominique / Bernard","Le Plateau-Mont-Royal",10,5,42,2,4,6,5.7,0
"Boyer / Jean-Talon","Rosemont - La Petite-Patrie",6,3,74,12,22,34,24.7,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",8,2,67,12,21,33,22,0
"Bélanger / des Galeries d'Anjou","Anjou",9,1,15,1,6,7,13.7,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",5,4,50,19,9,28,11.1,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",5,6,60,5,12,17,12.8,0
"Travaux publics LaSalle (Cordner / Léger)","LaSalle",7,5,14,2,4,6,21.7,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",7,3,25,0,13,13,24.8,0
"Brébeuf / Curé-Poirier","Longueuil",6,6,4,0,1,1,18.5,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",7,4,262,35,58,93,20.7,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",8,7,12,1,5,6,24.7,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",10,4,16,0,0,0,9.6,0
"Graham / Brookfield","Mont-Royal",10,1,22,5,6,11,12,0
"Aylmer / Ste-Catherine","Ville-Marie",9,1,65,4,24,28,15.7,0
"Robert-Bourassa / René-Lévesque","Ville-Marie",5,3,27,4,4,8,11.7,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",6,4,15,0,5,5,20.2,0
"Hamel / Sauriol","Ahuntsic-Cartierville",9,5,30,7,10,17,20.1,0
"Fullum / de Rouen","Ville-Marie",6,1,93,22,14,36,23.7,0
"Dollard / Bernard","Outremont",6,5,66,9,11,20,21.5,0
"Melville / de Maisonneuve","Westmount",10,3,54,8,19,27,6.7,0
"Fullum / de Rouen","Ville-Marie",9,7,107,9,30,39,21.7,0
"St-Jacques / St-Laurent","Ville-Marie",8,7,78,2,19,21,21.5,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",7,5,186,20,40,60,21.7,0
"Aylmer / Prince-Arthur","Le Plateau-Mont-Royal",10,5,255,30,73,103,17.1,0
"des Érables / Dandurand","Rosemont - La Petite-Patrie",5,4,56,20,17,37,14.5,0
"Wilderton  / Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",5,3,78,16,25,41,23.8,0
"Hamel / Sauriol","Ahuntsic-Cartierville",5,2,26,8,3,11,21.8,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",8,4,73,18,12,30,26.8,0
"Aylmer / Prince-Arthur","Le Plateau-Mont-Royal",10,2,231,44,84,128,17,0
"Parc Bariteau (Saint-Georges)","Longueuil",5,5,1,0,0,0,17.4,0
"Wilderton  / Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",7,5,63,8,14,22,21.7,0
"Place du Village (St-Jean-Baptiste / Notre-Dame)","Rivière-des-Prairies - Pointe-aux-Trembles",6,4,5,1,4,5,27.2,0
"Brébeuf / Curé-Poirier","Longueuil",5,4,4,0,3,3,11,0
"Graham / Brookfield","Mont-Royal",7,2,32,5,11,16,25.9,0
"Michelet / Jean-Talon","Saint-Léonard",8,5,10,0,2,2,20.1,1
"Chambord / Beaubien","Rosemont - La Petite-Patrie",6,1,66,1,25,26,20.5,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",10,3,69,18,18,36,6.7,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",6,1,14,0,4,4,15.2,0
"Querbes / Laurier","Outremont",6,5,88,10,25,35,15.7,0
"Bélanger / des Galeries d'Anjou","Anjou",6,2,24,1,12,13,15,0
"Jean-Paul-Vincent / Adoncour","Longueuil",5,6,3,0,1,1,14.3,0
"Boyer / Beaubien","Rosemont - La Petite-Patrie",8,6,279,13,53,66,21.4,0
"Aylmer / Ste-Catherine","Ville-Marie",10,3,71,4,20,24,15.7,0
"Atwater / Sherbrooke","Ville-Marie",5,3,41,7,8,15,10.2,0
"Parc de la Confédération (Fielding / West Hill)","Côte-des-Neiges - Notre-Dame-de-Grâce",7,5,53,7,20,27,21,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",8,1,8,5,0,5,17.4,1
"St-Patrick / Briand","Le Sud-Ouest",7,3,63,5,23,28,24.8,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",10,4,177,31,59,90,9.6,0
"de Côme / Jean-Talon","Saint-Léonard",10,4,7,1,1,2,9.6,0
"Hamel / Sauriol","Ahuntsic-Cartierville",10,1,14,4,4,8,1.2,0
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",10,1,31,2,3,5,5.9,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",6,1,5,1,3,4,23.4,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",10,5,19,2,8,10,12.3,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",9,2,122,22,27,49,17.9,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",9,6,16,0,4,4,16.4,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",6,2,17,0,7,7,23.3,0
"de Côme / Jean-Talon","Saint-Léonard",5,7,16,2,3,5,13.8,0
"de Grenoble / de Cassis","Laval",8,5,2,0,1,1,19.2,0
"Le Corbusier / St-Martin O","Laval",6,3,4,0,2,2,22.3,1
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",7,3,209,37,51,88,24.8,0
"Atwater / Sherbrooke","Ville-Marie",10,3,46,9,9,18,15.7,0
"Irwin / Allard","LaSalle",5,5,32,3,14,17,17.4,0
"Wilderton  / Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",6,1,67,0,14,14,20.5,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",7,7,295,9,78,87,25,0
"Dollard / Bernard","Outremont",8,5,14,1,1,2,20.1,1
"Crescent / de Maisonneuve","Ville-Marie",5,3,159,11,58,69,23.8,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",8,7,37,3,6,9,21.5,0
"Mayfield / St-Martin O","Laval",7,1,4,0,0,0,20.4,0
"Hodge / Laperrière","Saint-Laurent",6,6,6,1,0,1,18.5,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",6,5,29,3,7,10,21.5,0
"Dollard / Bernard","Outremont",6,6,47,9,10,19,18.5,0
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",8,4,42,11,13,24,23.6,0
"Brébeuf / Curé-Poirier","Longueuil",5,3,3,2,0,2,10.2,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",9,7,21,2,6,8,16.9,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",9,3,112,36,24,60,19.8,0
"Le Corbusier / St-Martin O","Laval",5,7,1,0,0,0,13.8,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",5,6,2,0,0,0,12.8,0
"Fullum / de Rouen","Ville-Marie",10,4,88,25,29,54,7.5,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",10,1,76,16,23,39,12,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",10,1,5,1,1,2,1.2,0
"Le Corbusier / St-Martin O","Laval",10,2,3,1,0,1,16.4,0
"Union / Ste-Catherine","Ville-Marie",6,2,164,5,97,102,15,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",9,6,50,6,11,17,16.4,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",10,5,56,19,10,29,5.7,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",7,4,6,0,4,4,25.4,0
"de Chenonceau / Chomedey","Laval",8,5,1,0,0,0,20.1,1
"Mackay / Ste-Catherine","Ville-Marie",10,3,104,17,14,31,15.7,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",6,7,21,3,7,10,21.8,1
"Irwin / Allard","LaSalle",6,6,37,9,6,15,19.8,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",6,3,151,22,34,56,28.7,0
"des Érables / Dandurand","Rosemont - La Petite-Patrie",7,3,53,28,6,34,22.8,1
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",5,4,224,27,73,100,14.5,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",8,3,33,4,7,11,14.2,1
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",7,3,84,16,23,39,24.8,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",6,1,8,0,7,7,23.4,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",6,4,31,7,1,8,21.5,1
"5e avenue / Rosemont","Rosemont - La Petite-Patrie",10,3,38,17,8,25,6.7,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",9,5,3,0,1,1,20.4,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",8,4,155,23,52,75,16.8,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",10,7,37,2,14,16,2.7,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",10,2,9,0,2,2,17,0
"Querbes / Laurier","Outremont",7,7,87,8,17,25,23.8,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",7,2,4,1,1,2,25.9,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",6,4,17,1,6,7,27.2,0
"St-Dominique / Bernard","Le Plateau-Mont-Royal",8,6,79,0,12,12,21.4,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",7,3,1,0,0,0,25.3,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",6,1,8,1,4,5,20.5,0
"Querbes / Laurier","Outremont",6,5,77,11,12,23,21.5,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",5,7,63,7,21,28,18.3,0
"Mayfield / St-Martin O","Laval",10,2,1,0,0,0,7,0
"5e avenue / Rosemont","Rosemont - La Petite-Patrie",9,1,37,13,11,24,15.7,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",8,2,177,26,61,87,23.9,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",7,1,85,21,19,40,24.3,0
"Hamel / Sauriol","Ahuntsic-Cartierville",8,5,5,0,0,0,20.1,1
"Bélanger / des Galeries d'Anjou","Anjou",6,1,17,1,6,7,23.7,0
"St-Laurent / Joliette","Longueuil",10,7,21,3,4,7,13.1,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",8,1,73,18,21,39,21.8,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",5,5,22,0,8,8,17.4,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",8,6,149,15,22,37,20,0
"St-Jacques / St-Laurent","Ville-Marie",9,1,64,4,18,22,17.8,0
"de Bullion / St-Joseph","Le Plateau-Mont-Royal",7,5,79,16,18,34,21.7,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",5,1,2,0,0,0,15.3,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",5,2,61,3,16,19,17.3,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",5,4,162,34,42,76,14.5,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",6,7,50,1,13,14,22.2,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",8,7,5,2,0,2,23.5,0
"Irwin / Allard","LaSalle",7,1,39,4,12,16,25.3,0
"Brébeuf / Curé-Poirier","Longueuil",9,7,2,0,0,0,10.5,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",6,2,111,31,35,66,23.3,0
"St-Patrick / Briand","Le Sud-Ouest",9,3,42,8,14,22,19.8,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",8,3,74,13,12,25,18.1,0
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",6,1,27,2,16,18,20.5,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",10,1,69,17,11,28,17.3,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",10,7,52,1,9,10,7.5,0
"Jean-Paul-Vincent / Adoncour","Longueuil",5,2,1,0,0,0,17.3,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",8,3,285,37,61,98,24,0
"de Côme / Jean-Talon","Saint-Léonard",9,5,18,2,0,2,16.6,0
"Michelet / Jean-Talon","Saint-Léonard",10,3,20,3,4,7,16.9,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",9,1,79,14,13,27,13.7,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",5,2,18,3,5,8,17.3,0
"Graham / Brookfield","Mont-Royal",5,3,20,2,8,10,14.5,0
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",5,1,33,6,9,15,21.8,1
"Gilford / Papineau","Le Plateau-Mont-Royal",10,2,72,18,20,38,7,0
"Dollard / Bernard","Outremont",7,2,52,8,9,17,21.8,0
"Travaux publics LaSalle (Cordner / Léger)","LaSalle",7,3,13,1,6,7,24.8,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",10,4,9,2,1,3,9.6,0
"Hamel / Sauriol","Ahuntsic-Cartierville",9,4,24,11,7,18,21.6,0
"Métro Préfontaine (Préfontaine / Hochelaga)","Mercier - Hochelaga-Maisonneuve",9,1,75,8,27,35,22.4,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",5,2,56,12,15,27,14.5,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",8,5,38,4,13,17,19.2,0
"Dollard / Bernard","Outremont",8,1,26,10,5,15,17.4,1
"Aylmer / Ste-Catherine","Ville-Marie",5,4,68,3,28,31,11,0
"Métro Snowdon (Circle / Queen-Mary)","Côte-des-Neiges - Notre-Dame-de-Grâce",10,2,46,6,13,19,16.4,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",10,3,154,29,38,67,9.7,0
"Terminus Newman (Airlie / Lafleur)","LaSalle",9,7,4,0,1,1,21.7,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",7,5,77,8,16,24,21.7,0
"Boyer / Jean-Talon","Rosemont - La Petite-Patrie",7,2,89,16,22,38,24.8,0
"Émile-Journault / de Châteaubriand","Ahuntsic-Cartierville",10,3,41,11,8,19,9.7,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",9,4,110,10,17,27,20.1,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",10,6,66,3,15,18,7.2,0
"Querbes / Laurier","Outremont",6,4,89,17,23,40,15,0
"Desaulniers / Marquette","Longueuil",9,7,4,1,1,2,10.5,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",7,1,10,0,4,4,20.4,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",10,1,18,3,6,9,1.2,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",9,4,93,15,29,44,20.7,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",6,5,182,27,60,87,18.4,0
"Terminus Newman (Airlie / Lafleur)","LaSalle",8,2,5,0,2,2,15.5,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",5,2,17,10,4,14,17.7,0
"Fullum / de Rouen","Ville-Marie",5,6,92,12,23,35,14.5,0
"Tupper / du Fort","Ville-Marie",8,4,87,19,37,56,16.8,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",9,2,28,3,17,20,23.1,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",8,3,159,29,45,74,18.1,0
"Mackay / Ste-Catherine","Ville-Marie",10,4,121,18,41,59,21.4,0
"de Chenonceau / Chomedey","Laval",7,7,3,0,0,0,23.5,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",10,1,62,7,15,22,5.9,0
"Desaulniers / Marquette","Longueuil",8,5,13,2,2,4,27.4,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",9,5,4,0,1,1,16.6,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",5,7,8,0,1,1,20.4,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",10,4,70,9,25,34,6.7,0
"Parc de la Confédération (Fielding / West Hill)","Côte-des-Neiges - Notre-Dame-de-Grâce",8,2,38,10,11,21,22,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",10,5,14,1,5,6,10.3,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",5,3,12,1,5,6,23.8,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",10,4,21,2,7,9,9.6,0
"Michelet / Jean-Talon","Saint-Léonard",7,6,18,1,2,3,23.1,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",6,3,135,22,38,60,16.7,0
"Parc Bariteau (Saint-Georges)","Longueuil",10,6,1,0,0,0,13.9,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",5,2,65,20,20,40,17.7,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",9,5,203,36,47,83,20.4,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",9,7,66,5,14,19,10.5,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",6,1,19,0,7,7,20.5,0
"Parc du Bois-Franc (de l'Équateur / des Andes)","Saint-Laurent",9,1,3,1,0,1,22.4,0
"Métro Préfontaine (Préfontaine / Hochelaga)","Mercier - Hochelaga-Maisonneuve",8,5,93,13,27,40,19.7,0
"de la Sorbonne / du Rousillon","Laval",6,3,1,0,0,0,28.7,0
"Union / Ste-Catherine","Ville-Marie",9,5,125,3,49,52,20.4,0
"des Érables / Dandurand","Rosemont - La Petite-Patrie",9,7,36,5,8,13,16.9,0
"Fullum / de Rouen","Ville-Marie",5,7,30,2,4,6,12.1,1
"St-Laurent / Joliette","Longueuil",6,5,11,5,2,7,18.9,0
"Travaux publics LaSalle (Cordner / Léger)","LaSalle",6,1,14,1,5,6,20.5,0
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",7,3,59,21,10,31,22.8,1
"St-Laurent / Joliette","Longueuil",6,1,11,0,2,2,20.5,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",5,7,6,0,3,3,18.3,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",8,7,219,6,69,75,23.5,0
"Parc Bariteau (Saint-Georges)","Longueuil",8,6,6,0,1,1,27.4,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",6,4,1,1,0,1,21.5,1
"Émile-Journault / de Châteaubriand","Ahuntsic-Cartierville",7,3,27,10,3,13,22.9,1
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",7,2,12,0,1,1,25.9,0
"St-Patrick / Briand","Le Sud-Ouest",9,1,41,11,16,27,17.8,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",5,4,141,16,36,52,21.7,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",7,2,290,30,99,129,22.6,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",10,3,15,0,5,5,15.7,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",5,5,136,8,43,51,17.4,0
"Desaulniers / Marquette","Longueuil",6,6,20,5,7,12,14.8,0
"de Chenonceau / Chomedey","Laval",7,7,2,0,1,1,25,0
"Mackay / René-Lévesque","Ville-Marie",5,3,62,14,14,28,11.7,0
"de Bullion / St-Joseph","Le Plateau-Mont-Royal",8,5,24,4,2,6,20.1,1
"Union / Ste-Catherine","Ville-Marie",7,5,143,3,50,53,21,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",6,7,18,0,7,7,16.3,0
"Melville / de Maisonneuve","Westmount",7,3,77,11,14,25,25.3,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",10,5,35,5,5,10,5.7,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",6,7,18,1,2,3,15.8,0
"Mayfield / St-Martin O","Laval",8,2,1,0,0,0,22,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",9,7,42,7,7,14,10.5,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",5,7,59,5,18,23,18.3,0
"Émile-Journault / de Châteaubriand","Ahuntsic-Cartierville",10,4,32,5,9,14,6.7,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",5,4,32,5,6,11,21.7,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",5,1,2,0,0,0,21.8,1
"Souligny / Desmarteau","Mercier - Hochelaga-Maisonneuve",7,3,15,2,5,7,24.8,0
"Brébeuf / Curé-Poirier","Longueuil",9,7,3,0,1,1,19,0
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",10,6,202,15,57,72,13.9,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",9,6,95,3,18,21,19.5,0
"Brittany / Ainsley","Mont-Royal",6,3,26,1,13,14,24.7,0
"Place du Village (St-Jean-Baptiste / Notre-Dame)","Rivière-des-Prairies - Pointe-aux-Trembles",8,1,1,0,1,1,18.8,0
"Hamel / Sauriol","Ahuntsic-Cartierville",8,2,22,5,8,13,23.9,0
"Saint-Rémi / Valois","Laval",6,7,3,0,2,2,22.2,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",6,1,15,0,3,3,15.2,0
